#Motion Sensor Data File Sep 25, 2017 5:44 PM
#Time (s)	Distance (cm)	Dist Error (cm)
#0.000	17.771	0.239
107.710	24.554	0.239
107.720	24.600	0.239
107.730	24.668	0.239
107.740	24.735	0.239
107.750	24.799	0.239
107.760	24.866	0.239
107.770	24.900	0.239
107.780	24.915	0.239
107.790	24.919	0.239
107.800	24.918	0.239
107.810	24.899	0.239
107.820	24.864	0.239
107.830	24.785	0.239
107.840	24.707	0.239
107.850	24.654	0.239
107.860	24.631	0.239
107.870	24.562	0.239
107.880	24.410	0.239
107.890	24.314	0.239
107.900	24.249	0.239
107.910	24.105	0.239
107.920	23.984	0.239
107.930	23.850	0.239
107.940	23.719	0.239
107.950	23.589	0.239
107.960	23.450	0.239
107.970	23.312	0.239
107.980	23.143	0.239
107.990	23.026	0.239
108.000	22.891	0.239
108.010	22.753	0.239
108.020	22.631	0.239
108.030	22.518	0.239
108.040	22.371	0.239
108.050	22.288	0.239
108.060	22.201	0.239
108.070	22.071	0.239
108.080	21.988	0.239
108.090	21.939	0.239
108.100	21.900	0.239
108.110	21.821	0.239
108.120	21.734	0.239
108.130	21.475	0.239
108.140	21.672	0.239
108.150	21.697	0.239
108.160	21.695	0.239
108.170	21.707	0.239
108.180	21.676	0.239
108.190	21.511	0.239
108.200	21.604	0.239
108.210	21.930	0.239
108.220	21.955	0.239
108.230	22.031	0.239
108.240	22.142	0.239
108.250	22.257	0.239
108.260	22.311	0.239
108.270	22.495	0.239
108.280	22.593	0.239
108.290	22.673	0.239
108.300	22.870	0.239
108.310	22.947	0.239
108.320	23.130	0.239
108.330	23.254	0.239
108.340	23.373	0.239
108.350	23.561	0.239
108.360	23.641	0.239
108.370	23.817	0.239
108.380	23.949	0.239
108.390	24.029	0.239
108.400	24.196	0.239
108.410	24.294	0.239
108.420	24.366	0.239
108.430	24.510	0.239
108.440	24.604	0.239
108.450	24.646	0.239
108.460	24.739	0.239
108.470	24.773	0.239
108.480	24.814	0.239
108.490	24.882	0.239
108.500	24.915	0.239
108.510	24.927	0.239
108.520	24.926	0.239
108.530	24.912	0.239
108.540	24.894	0.239
108.550	24.871	0.239
108.560	24.810	0.239
108.570	24.718	0.239
108.580	24.661	0.239
108.590	24.613	0.239
108.600	24.534	0.239
108.610	24.391	0.239
108.620	24.330	0.239
108.630	24.183	0.239
108.640	24.044	0.239
108.650	23.978	0.239
108.660	23.775	0.239
108.670	23.705	0.239
108.680	23.567	0.239
108.690	23.410	0.239
108.700	23.310	0.239
108.710	23.116	0.239
108.720	22.973	0.239
108.730	22.869	0.239
108.740	22.734	0.239
108.750	22.643	0.239
108.760	22.487	0.239
108.770	22.331	0.239
108.780	22.291	0.239
108.790	22.174	0.239
108.800	22.056	0.239
108.810	22.004	0.239
108.820	21.930	0.239
108.830	21.886	0.239
108.840	21.816	0.239
108.850	21.767	0.239
108.860	21.495	0.239
108.870	21.481	0.239
108.880	21.557	0.239
108.890	21.711	0.239
108.900	21.555	0.239
108.910	21.524	0.239
108.920	21.609	0.239
108.930	21.900	0.239
108.940	21.950	0.239
108.950	21.984	0.239
108.960	22.099	0.239
108.970	22.235	0.239
108.980	22.290	0.239
108.990	22.388	0.239
109.000	22.554	0.239
109.010	22.609	0.239
109.020	22.745	0.239
109.030	22.937	0.239
109.040	22.997	0.239
109.050	23.168	0.239
109.060	23.278	0.239
109.070	23.410	0.239
109.080	23.607	0.239
109.090	23.683	0.239
109.100	23.845	0.239
109.110	23.960	0.239
109.120	24.054	0.239
109.130	24.237	0.239
109.140	24.292	0.239
109.150	24.386	0.239
109.160	24.531	0.239
109.170	24.616	0.239
109.180	24.640	0.239
109.190	24.695	0.239
109.200	24.767	0.239
109.210	24.839	0.239
109.220	24.872	0.239
109.230	24.880	0.239
109.240	24.891	0.239
109.250	24.886	0.239
109.260	24.876	0.239
109.270	24.823	0.239
109.280	24.758	0.239
109.290	24.697	0.239
109.300	24.648	0.239
109.310	24.626	0.239
109.320	24.551	0.239
109.330	24.404	0.239
109.340	24.308	0.239
109.350	24.255	0.239
109.360	24.113	0.239
109.370	23.991	0.239
109.380	23.856	0.239
109.390	23.731	0.239
109.400	23.613	0.239
109.410	23.449	0.239
109.420	23.349	0.239
109.430	23.163	0.239
109.440	23.024	0.239
109.450	22.959	0.239
109.460	22.803	0.239
109.470	22.673	0.239
109.480	22.555	0.239
109.490	22.434	0.239
109.500	22.334	0.239
109.510	22.243	0.239
109.520	22.108	0.239
109.530	21.999	0.239
109.540	21.968	0.239
109.550	21.920	0.239
109.560	21.858	0.239
109.570	21.819	0.239
109.580	21.749	0.239
109.590	21.507	0.239
109.600	21.493	0.239
109.610	21.496	0.239
109.620	21.499	0.239
109.630	21.515	0.239
109.640	21.583	0.239
109.650	21.887	0.239
109.660	21.963	0.239
109.670	21.958	0.239
109.680	22.073	0.239
109.690	22.200	0.239
109.700	22.289	0.239
109.710	22.340	0.239
109.720	22.502	0.239
109.730	22.583	0.239
109.740	22.707	0.239
109.750	22.877	0.239
109.760	22.953	0.239
109.770	23.137	0.239
109.780	23.261	0.239
109.790	23.367	0.239
109.800	23.555	0.239
109.810	23.657	0.239
109.820	23.781	0.239
109.830	23.951	0.239
109.840	24.015	0.239
109.850	24.181	0.239
109.860	24.292	0.239
109.870	24.351	0.239
109.880	24.492	0.239
109.890	24.585	0.239
109.900	24.614	0.239
109.910	24.699	0.239
109.920	24.788	0.239
109.930	24.839	0.239
109.940	24.846	0.239
109.950	24.888	0.239
109.960	24.909	0.239
109.970	24.907	0.239
109.980	24.897	0.239
109.990	24.871	0.239
110.000	24.801	0.239
110.010	24.731	0.239
110.020	24.670	0.239
110.030	24.621	0.239
110.040	24.598	0.239
110.050	24.507	0.239
110.060	24.364	0.239
110.070	24.268	0.239
110.080	24.190	0.239
110.090	24.029	0.239
110.100	23.908	0.239
110.110	23.799	0.239
110.120	23.665	0.239
110.130	23.500	0.239
110.140	23.409	0.239
110.150	23.227	0.239
110.160	23.149	0.239
110.170	22.989	0.239
110.180	22.828	0.239
110.190	22.690	0.239
110.200	22.577	0.239
110.210	22.472	0.239
110.220	22.334	0.239
110.230	22.255	0.239
110.240	22.176	0.239
110.250	21.935	0.239
110.260	21.985	0.239
110.270	21.954	0.239
110.280	21.901	0.239
110.290	21.801	0.239
110.300	21.516	0.239
110.310	21.494	0.239
110.320	21.531	0.239
110.330	21.706	0.239
110.340	21.714	0.239
110.350	21.584	0.239
110.360	21.531	0.239
110.370	21.603	0.239
110.380	21.907	0.239
110.390	21.962	0.239
110.400	21.823	0.239
110.410	22.102	0.239
110.420	22.238	0.239
110.430	22.292	0.239
110.440	22.395	0.239
110.450	22.561	0.239
110.460	22.637	0.239
110.470	22.744	0.239
110.480	22.949	0.239
110.490	23.012	0.239
110.500	23.196	0.239
110.510	23.285	0.239
110.520	23.422	0.239
110.530	23.627	0.239
110.540	23.699	0.239
110.550	23.857	0.239
110.560	23.972	0.239
110.570	24.057	0.239
110.580	24.232	0.239
110.590	24.286	0.239
110.600	24.388	0.239
110.610	24.538	0.239
110.620	24.614	0.239
110.630	24.634	0.239
110.640	24.715	0.239
110.650	24.791	0.239
110.660	24.820	0.239
110.670	24.832	0.239
110.680	24.861	0.239
110.690	24.877	0.239
110.700	24.876	0.239
110.710	24.853	0.239
110.720	24.796	0.239
110.730	24.743	0.239
110.740	24.686	0.239
110.750	24.647	0.239
110.760	24.620	0.239
110.770	24.537	0.239
110.780	24.415	0.239
110.790	24.311	0.239
110.800	24.233	0.239
110.810	24.111	0.239
110.820	24.002	0.239
110.830	23.859	0.239
110.840	23.742	0.239
110.850	23.616	0.239
110.860	23.465	0.239
110.870	23.360	0.239
110.880	23.179	0.239
110.890	23.057	0.239
110.900	22.923	0.239
110.910	22.780	0.239
110.920	22.671	0.239
110.930	22.532	0.239
110.940	22.411	0.239
110.950	22.341	0.239
110.960	22.241	0.239
110.970	22.119	0.239
110.980	22.024	0.239
110.990	21.979	0.239
111.000	21.944	0.239
111.010	21.883	0.239
111.020	21.830	0.239
111.030	21.562	0.239
111.040	21.488	0.239
111.050	21.500	0.239
111.060	21.503	0.239
111.070	21.506	0.239
111.080	21.527	0.239
111.090	21.753	0.239
111.100	21.907	0.239
111.110	21.957	0.239
111.120	21.801	0.239
111.130	22.075	0.239
111.140	22.203	0.239
111.150	22.275	0.239
111.160	22.192	0.239
111.170	22.518	0.239
111.180	22.620	0.239
111.190	22.503	0.239
111.200	22.867	0.239
111.210	22.948	0.239
111.220	23.101	0.239
111.230	23.276	0.239
111.240	23.361	0.239
111.250	23.524	0.239
111.260	23.625	0.239
111.270	23.741	0.239
111.280	23.942	0.239
111.290	23.996	0.239
111.300	24.120	0.239
111.310	24.286	0.239
111.320	24.315	0.239
111.330	24.417	0.239
111.340	24.554	0.239
111.350	24.630	0.239
111.360	24.633	0.239
111.370	24.705	0.239
111.380	24.777	0.239
111.390	24.836	0.239
111.400	24.861	0.239
111.410	24.860	0.239
111.420	24.845	0.239
111.430	24.814	0.239
111.440	24.774	0.239
111.450	24.735	0.239
111.460	24.686	0.239
111.470	24.659	0.239
111.480	24.628	0.239
111.490	24.550	0.239
111.500	24.411	0.239
111.510	24.324	0.239
111.520	24.275	0.239
111.530	24.154	0.239
111.540	24.011	0.239
111.550	23.915	0.239
111.560	23.781	0.239
111.570	23.633	0.239
111.580	23.499	0.239
111.590	23.390	0.239
111.600	23.191	0.239
111.610	23.134	0.239
111.620	22.974	0.239
111.630	22.853	0.239
111.640	22.684	0.239
111.650	22.571	0.239
111.660	22.501	0.239
111.670	22.336	0.239
111.680	22.258	0.239
111.690	22.205	0.239
111.700	22.053	0.239
111.710	21.992	0.239
111.720	21.927	0.239
111.730	21.917	0.239
111.740	21.886	0.239
111.750	21.790	0.239
111.760	21.518	0.239
111.770	21.491	0.239
111.780	21.494	0.239
111.790	21.502	0.239
111.800	21.518	0.239
111.810	21.564	0.239
111.820	21.851	0.239
111.830	21.931	0.239
111.840	21.956	0.239
111.850	22.024	0.239
111.860	22.143	0.239
111.870	22.253	0.239
111.880	22.308	0.239
111.890	22.440	0.239
111.900	22.590	0.239
111.910	22.653	0.239
111.920	22.798	0.239
111.930	22.926	0.239
111.940	23.015	0.239
111.950	23.203	0.239
111.960	23.292	0.239
111.970	23.450	0.239
111.980	23.621	0.239
111.990	23.693	0.239
112.000	23.864	0.239
112.010	23.953	0.239
112.020	24.059	0.239
112.030	24.226	0.239
112.040	24.281	0.239
112.050	24.374	0.239
112.060	24.510	0.239
112.070	24.608	0.239
112.080	24.629	0.239
112.090	24.700	0.239
112.100	24.781	0.239
112.110	24.832	0.239
112.120	24.835	0.239
112.130	24.855	0.239
112.140	24.875	0.239
112.150	24.870	0.239
112.160	24.848	0.239
112.170	24.777	0.239
112.180	24.742	0.239
112.190	24.676	0.239
112.200	24.632	0.239
112.210	24.614	0.239
112.220	24.531	0.239
112.230	24.392	0.239
112.240	24.305	0.239
112.250	24.244	0.239
112.260	24.101	0.239
112.270	23.979	0.239
112.280	23.871	0.239
112.290	23.728	0.239
112.300	23.598	0.239
112.310	23.472	0.239
112.320	23.367	0.239
112.330	23.173	0.239
112.340	23.060	0.239
112.350	22.913	0.239
112.360	22.817	0.239
112.370	22.670	0.239
112.380	22.548	0.239
112.390	22.465	0.239
112.400	22.326	0.239
112.410	22.261	0.239
112.420	22.170	0.239
112.430	21.855	0.239
112.440	21.991	0.239
112.450	21.930	0.239
112.460	21.903	0.239
112.470	21.854	0.239
112.480	21.595	0.239
112.490	21.504	0.239
112.500	21.494	0.239
112.510	21.506	0.239
112.520	21.548	0.239
112.530	21.572	0.239
112.540	21.799	0.239
112.550	21.905	0.239
112.560	21.956	0.239
112.570	21.843	0.239
112.580	22.078	0.239
112.590	22.206	0.239
112.600	22.282	0.239
112.610	22.144	0.239
112.620	22.474	0.239
112.630	22.601	0.239
112.640	22.639	0.239
112.650	22.840	0.239
112.660	22.946	0.239
112.670	23.079	0.239
112.680	23.245	0.239
112.690	23.364	0.239
112.700	23.471	0.239
112.710	23.646	0.239
112.720	23.735	0.239
112.730	23.914	0.239
112.740	23.978	0.239
112.750	24.097	0.239
112.760	24.272	0.239
112.770	24.305	0.239
112.780	24.399	0.239
112.790	24.539	0.239
112.800	24.616	0.239
112.810	24.619	0.239
112.820	24.682	0.239
112.830	24.737	0.239
112.840	24.796	0.239
112.850	24.829	0.239
112.860	24.837	0.239
112.870	24.840	0.239
112.880	24.804	0.239
112.890	24.760	0.239
112.900	24.716	0.239
112.910	24.672	0.239
112.920	24.641	0.239
112.930	24.622	0.239
112.940	24.540	0.239
112.950	24.405	0.239
112.960	24.301	0.239
112.970	24.257	0.239
112.980	24.152	0.239
112.990	24.001	0.239
113.000	23.896	0.239
113.010	23.783	0.239
113.020	23.653	0.239
113.030	23.489	0.239
113.040	23.389	0.239
113.050	23.216	0.239
113.060	23.128	0.239
113.070	23.003	0.239
113.080	22.830	0.239
113.090	22.725	0.239
113.100	22.621	0.239
113.110	22.504	0.239
113.120	22.365	0.239
113.130	22.291	0.239
113.140	22.213	0.239
113.150	22.095	0.239
113.160	21.995	0.239
113.170	21.964	0.239
113.180	21.924	0.239
113.190	21.876	0.239
113.200	21.840	0.239
113.210	21.770	0.239
113.220	21.533	0.239
113.230	21.518	0.239
113.240	21.521	0.239
113.250	21.564	0.239
113.260	21.825	0.239
113.270	21.918	0.239
113.280	21.969	0.239
113.290	21.959	0.239
113.300	22.035	0.239
113.310	22.150	0.239
113.320	22.252	0.239
113.330	22.302	0.239
113.340	22.435	0.239
113.350	22.580	0.239
113.360	22.647	0.239
113.370	22.810	0.239
113.380	22.890	0.239
113.390	23.039	0.239
113.400	23.219	0.239
113.410	23.274	0.239
113.420	23.436	0.239
113.430	23.628	0.239
113.440	23.700	0.239
113.450	23.862	0.239
113.460	23.960	0.239
113.470	24.054	0.239
113.480	24.224	0.239
113.490	24.279	0.239
113.500	24.364	0.239
113.510	24.505	0.239
113.520	24.590	0.239
113.530	24.593	0.239
113.540	24.673	0.239
113.550	24.750	0.239
113.560	24.800	0.239
113.570	24.808	0.239
113.580	24.819	0.239
113.590	24.823	0.239
113.600	24.813	0.239
113.610	24.781	0.239
113.620	24.742	0.239
113.630	24.693	0.239
113.640	24.662	0.239
113.650	24.652	0.239
113.660	24.595	0.239
113.670	24.504	0.239
113.680	24.361	0.239
113.690	24.287	0.239
113.700	24.212	0.239
113.710	24.048	0.239
113.720	23.931	0.239
113.730	23.848	0.239
113.740	23.684	0.239
113.750	23.549	0.239
113.760	23.453	0.239
113.770	23.302	0.239
113.780	23.189	0.239
113.790	23.024	0.239
113.800	22.881	0.239
113.810	22.794	0.239
113.820	22.677	0.239
113.830	22.555	0.239
113.840	22.417	0.239
113.850	22.321	0.239
113.860	22.246	0.239
113.870	22.130	0.239
113.880	22.025	0.239
113.890	21.968	0.239
113.900	21.958	0.239
113.910	21.910	0.239
113.920	21.866	0.239
113.930	21.783	0.239
113.940	21.537	0.239
113.950	21.518	0.239
113.960	21.517	0.239
113.970	21.529	0.239
113.980	21.571	0.239
113.990	21.853	0.239
114.000	21.942	0.239
114.010	21.950	0.239
114.020	21.889	0.239
114.030	22.115	0.239
114.040	22.243	0.239
114.050	22.298	0.239
114.060	22.374	0.239
114.070	22.554	0.239
114.080	22.621	0.239
114.090	22.732	0.239
114.100	22.912	0.239
114.110	22.979	0.239
114.120	23.141	0.239
114.130	23.252	0.239
114.140	23.389	0.239
114.150	23.568	0.239
114.160	23.623	0.239
114.170	23.772	0.239
114.180	23.943	0.239
114.190	23.997	0.239
114.200	24.151	0.239
114.210	24.275	0.239
114.220	24.316	0.239
114.230	24.427	0.239
114.240	24.559	0.239
114.250	24.610	0.239
114.260	24.656	0.239
114.270	24.728	0.239
114.280	24.748	0.239
114.290	24.773	0.239
114.300	24.785	0.239
114.310	24.788	0.239
114.320	24.791	0.239
114.330	24.768	0.239
114.340	24.750	0.239
114.350	24.715	0.239
114.360	24.670	0.239
114.370	24.635	0.239
114.380	24.612	0.239
114.390	24.538	0.239
114.400	24.404	0.239
114.410	24.325	0.239
114.420	24.251	0.239
114.430	24.125	0.239
114.440	24.025	0.239
114.450	23.899	0.239
114.460	23.765	0.239
114.470	23.682	0.239
114.480	23.492	0.239
114.490	23.392	0.239
114.500	23.240	0.239
114.510	23.119	0.239
114.520	23.010	0.239
114.530	22.850	0.239
114.540	22.711	0.239
114.550	22.641	0.239
114.560	22.502	0.239
114.570	22.381	0.239
114.580	22.328	0.239
114.590	22.228	0.239
114.600	22.102	0.239
114.610	22.019	0.239
114.620	21.976	0.239
114.630	21.931	0.239
114.640	21.900	0.239
114.650	21.873	0.239
114.660	21.829	0.239
114.670	21.776	0.239
114.680	21.573	0.239
114.690	21.585	0.239
114.700	21.816	0.239
114.710	21.879	0.239
114.720	21.938	0.239
114.730	21.945	0.239
114.740	21.902	0.239
114.750	22.081	0.239
114.760	22.209	0.239
114.770	22.268	0.239
114.780	22.292	0.239
114.790	22.489	0.239
114.800	22.609	0.239
114.810	22.680	0.239
114.820	22.838	0.239
114.830	22.919	0.239
114.840	23.047	0.239
114.850	23.235	0.239
114.860	23.303	0.239
114.870	23.443	0.239
114.880	23.622	0.239
114.890	23.695	0.239
114.900	23.853	0.239
114.910	23.976	0.239
114.920	24.048	0.239
114.930	24.210	0.239
114.940	24.312	0.239
114.950	24.350	0.239
114.960	24.465	0.239
114.970	24.584	0.239
114.980	24.617	0.239
114.990	24.651	0.239
115.000	24.705	0.239
115.010	24.760	0.239
115.020	24.802	0.239
115.030	24.809	0.239
115.040	24.787	0.239
115.050	24.768	0.239
115.060	24.737	0.239
115.070	24.697	0.239
115.080	24.670	0.239
115.090	24.665	0.239
115.100	24.621	0.239
115.110	24.547	0.239
115.120	24.417	0.239
115.130	24.325	0.239
115.140	24.298	0.239
115.150	24.194	0.239
115.160	24.034	0.239
115.170	23.920	0.239
115.180	23.816	0.239
115.190	23.695	0.239
115.200	23.526	0.239
115.210	23.443	0.239
115.220	23.300	0.239
115.230	23.149	0.239
115.240	23.023	0.239
115.250	22.850	0.239
115.260	22.784	0.239
115.270	22.671	0.239
115.280	22.545	0.239
115.290	22.441	0.239
115.300	22.341	0.239
115.310	22.237	0.239
115.320	22.171	0.239
115.330	22.050	0.239
115.340	21.988	0.239
115.350	21.923	0.239
115.360	21.934	0.239
115.370	21.890	0.239
115.380	21.872	0.239
115.390	21.819	0.239
115.400	21.783	0.239
115.410	21.740	0.239
115.420	21.798	0.239
115.430	21.849	0.239
115.440	21.917	0.239
115.450	21.945	0.239
115.460	21.953	0.239
115.470	22.047	0.239
115.480	22.153	0.239
115.490	22.255	0.239
115.500	22.318	0.239
115.510	22.433	0.239
115.520	22.587	0.239
115.530	22.629	0.239
115.540	22.799	0.239
115.550	22.923	0.239
115.560	22.987	0.239
115.570	23.157	0.239
115.580	23.246	0.239
115.590	23.404	0.239
115.600	23.584	0.239
115.610	23.664	0.239
115.620	23.822	0.239
115.630	23.950	0.239
115.640	24.018	0.239
115.650	24.167	0.239
115.660	24.278	0.239
115.670	24.328	0.239
115.680	24.418	0.239
115.690	24.545	0.239
115.700	24.617	0.239
115.710	24.642	0.239
115.720	24.701	0.239
115.730	24.751	0.239
115.740	24.785	0.239
115.750	24.805	0.239
115.760	24.799	0.239
115.770	24.786	0.239
115.780	24.767	0.239
115.790	24.744	0.239
115.800	24.696	0.239
115.810	24.660	0.239
115.820	24.664	0.239
115.830	24.602	0.239
115.840	24.515	0.239
115.850	24.381	0.239
115.860	24.289	0.239
115.870	24.241	0.239
115.880	24.128	0.239
115.890	23.976	0.239
115.900	23.851	0.239
115.910	23.768	0.239
115.920	23.650	0.239
115.930	23.478	0.239
115.940	23.390	0.239
115.950	23.209	0.239
115.960	23.122	0.239
115.970	23.000	0.239
115.980	22.823	0.239
115.990	22.710	0.239
116.000	22.606	0.239
116.010	22.501	0.239
116.020	22.362	0.239
116.030	22.275	0.239
116.040	22.248	0.239
116.050	22.114	0.239
116.060	21.941	0.239
116.070	21.974	0.239
116.080	21.956	0.239
116.090	21.912	0.239
116.100	21.880	0.239
116.110	21.819	0.239
116.120	21.641	0.239
116.130	21.546	0.239
116.140	21.549	0.239
116.150	21.595	0.239
116.160	21.852	0.239
116.170	21.941	0.239
116.180	21.961	0.239
116.190	21.814	0.239
116.200	22.088	0.239
116.210	22.216	0.239
116.220	22.262	0.239
116.230	22.334	0.239
116.240	22.492	0.239
116.250	22.569	0.239
116.260	22.645	0.239
116.270	22.828	0.239
116.280	22.935	0.239
116.290	23.033	0.239
116.300	23.216	0.239
116.310	23.138	0.239
116.320	23.446	0.239
116.330	23.625	0.239
116.340	23.693	0.239
116.350	23.851	0.239
116.360	23.957	0.239
116.370	24.042	0.239
116.380	24.213	0.239
116.390	24.307	0.239
116.400	24.353	0.239
116.410	24.464	0.239
116.420	24.570	0.239
116.430	24.607	0.239
116.440	24.632	0.239
116.450	24.682	0.239
116.460	24.728	0.239
116.470	24.758	0.239
116.480	24.761	0.239
116.490	24.759	0.239
116.500	24.763	0.239
116.510	24.740	0.239
116.520	24.704	0.239
116.530	24.665	0.239
116.540	24.621	0.239
116.550	24.620	0.239
116.560	24.545	0.239
116.570	24.445	0.239
116.580	24.320	0.239
116.590	24.245	0.239
116.600	24.171	0.239
116.610	24.024	0.239
116.620	23.915	0.239
116.630	23.794	0.239
116.640	23.689	0.239
116.650	23.572	0.239
116.660	23.416	0.239
116.670	23.342	0.239
116.680	23.160	0.239
116.690	23.008	0.239
116.700	22.939	0.239
116.710	22.757	0.239
116.720	22.683	0.239
116.730	22.553	0.239
116.740	22.435	0.239
116.750	22.357	0.239
116.760	22.261	0.239
116.770	22.182	0.239
116.780	22.087	0.239
116.790	22.008	0.239
116.800	21.964	0.239
116.810	21.950	0.239
116.820	21.902	0.239
116.830	21.875	0.239
116.840	21.874	0.239
116.850	21.872	0.239
116.860	21.876	0.239
116.870	21.892	0.239
116.880	21.912	0.239
116.890	21.945	0.239
116.900	21.970	0.239
116.910	21.990	0.239
116.920	22.071	0.239
116.930	22.160	0.239
116.940	22.249	0.239
116.950	22.330	0.239
116.960	22.475	0.239
116.970	22.560	0.239
116.980	22.632	0.239
116.990	22.798	0.239
117.000	22.917	0.239
117.010	22.990	0.239
117.020	23.165	0.239
117.030	23.249	0.239
117.040	23.377	0.239
117.050	23.531	0.239
117.060	23.616	0.239
117.070	23.782	0.239
117.080	23.940	0.239
117.090	23.982	0.239
117.100	24.148	0.239
117.110	24.264	0.239
117.120	24.288	0.239
117.130	24.394	0.239
117.140	24.522	0.239
117.150	24.590	0.239
117.160	24.606	0.239
117.170	24.661	0.239
117.180	24.707	0.239
117.190	24.749	0.239
117.200	24.765	0.239
117.210	24.768	0.239
117.220	24.754	0.239
117.230	24.719	0.239
117.240	24.683	0.239
117.250	24.656	0.239
117.260	24.638	0.239
117.270	24.628	0.239
117.280	24.562	0.239
117.290	24.471	0.239
117.300	24.354	0.239
117.310	24.275	0.239
117.320	24.218	0.239
117.330	24.045	0.239
117.340	23.954	0.239
117.350	23.845	0.239
117.360	23.711	0.239
117.370	23.580	0.239
117.380	23.481	0.239
117.390	23.350	0.239
117.400	23.186	0.239
117.410	23.120	0.239
117.420	22.977	0.239
117.430	22.830	0.239
117.440	22.695	0.239
117.450	22.587	0.239
117.460	22.500	0.239
117.470	22.365	0.239
117.480	22.278	0.239
117.490	22.234	0.239
117.500	22.096	0.239
117.510	22.017	0.239
117.520	21.960	0.239
117.530	21.963	0.239
117.540	21.927	0.239
117.550	21.896	0.239
117.560	21.887	0.239
117.570	21.855	0.239
117.580	21.850	0.239
117.590	21.857	0.239
117.600	21.882	0.239
117.610	21.915	0.239
117.620	21.931	0.239
117.630	21.969	0.239
117.640	22.032	0.239
117.650	22.130	0.239
117.660	22.245	0.239
117.670	22.287	0.239
117.680	22.380	0.239
117.690	22.542	0.239
117.700	22.589	0.239
117.710	22.716	0.239
