#Motion Sensor Data File Sep 25, 2017 5:44 PM
#Time (s)	Velocity (cm/s)
#0.000	NaN
65.440	30.831
65.450	14.921
65.460	-14.276
65.470	42.871
65.480	15.351
65.490	16.641
65.500	15.394
65.510	23.521
65.520	16.641
65.530	22.704
65.540	20.941
65.550	21.371
65.560	24.811
65.570	16.684
65.580	23.951
65.590	24.381
65.600	14.061
65.610	23.134
65.620	21.371
65.630	16.641
65.640	20.511
65.650	12.384
65.660	18.791
65.670	8.471
65.680	16.254
65.690	11.051
65.700	1.591
65.710	12.771
65.720	3.784
65.730	-1.849
65.740	1.591
65.750	-0.946
65.760	-2.709
65.770	-4.859
65.780	-6.536
65.790	-3.569
65.800	-8.256
65.810	-13.029
65.820	-14.749
65.830	-17.286
65.840	-9.589
65.850	-22.489
65.860	-11.266
65.870	-25.069
65.880	-13.846
65.890	-25.929
65.900	-16.899
65.910	-28.036
65.920	-16.899
65.930	-20.296
65.940	-25.929
65.950	-19.006
65.960	-15.609
65.970	-27.219
65.980	-14.706
65.990	-15.609
66.000	-24.166
66.010	-10.879
66.020	-21.199
66.030	-4.816
66.040	-14.749
66.050	-40.506
66.060	19.221
66.070	-9.589
66.080	-28.036
66.090	-2.709
66.100	21.371
66.110	3.784
66.120	1.591
66.130	1.161
66.140	5.934
66.150	13.201
66.160	-19.909
66.170	38.571
66.180	-15.136
66.190	37.281
66.200	20.081
66.210	15.394
66.220	16.641
66.230	18.791
66.240	15.351
66.250	23.564
66.260	18.791
66.270	22.231
66.280	21.371
66.290	23.134
66.300	25.671
66.310	18.361
66.320	17.501
66.330	25.284
66.340	13.201
66.350	23.521
66.360	12.771
66.370	20.124
66.380	10.621
66.390	19.221
66.400	6.794
66.410	15.351
66.420	9.331
66.430	2.924
66.440	8.471
66.450	5.891
66.460	2.021
66.470	-2.666
66.480	-3.569
66.490	-3.139
66.500	-6.106
66.510	-3.139
66.520	-9.116
66.530	-14.319
66.540	-10.879
66.550	-11.696
66.560	-17.329
66.570	-16.039
66.580	-15.136
66.590	-22.919
66.600	-12.556
66.610	-28.079
66.620	-12.126
66.630	-26.789
66.640	-20.339
66.650	-18.146
66.660	-28.079
66.670	-16.856
66.680	-19.909
66.690	-26.359
66.700	-11.696
66.710	-41.409
66.720	-0.516
66.730	-15.179
66.740	-13.029
66.750	-13.416
66.760	-13.029
66.770	-38.786
66.780	20.081
66.790	-34.959
66.800	18.404
66.810	-31.519
66.820	5.031
66.830	19.694
66.840	0.731
66.850	2.451
66.860	-17.716
66.870	5.891
66.880	34.701
66.890	-17.716
66.900	37.281
66.910	14.061
66.920	16.641
66.930	-13.416
66.940	44.591
66.950	-7.439
66.960	46.741
66.970	15.824
66.980	21.801
66.990	20.511
67.000	17.544
67.010	27.821
67.020	19.651
67.030	17.501
67.040	26.574
67.050	20.081
67.060	14.491
67.070	23.951
67.080	11.524
67.090	23.951
67.100	8.901
67.110	20.511
67.120	5.934
67.130	17.931
67.140	9.761
67.150	2.924
67.160	11.481
67.170	4.171
67.180	-1.376
67.190	0.301
67.200	1.161
67.210	-2.666
67.220	-3.999
67.230	-6.149
67.240	-6.536
67.250	-9.589
67.260	-9.159
67.270	-13.416
67.280	-20.339
67.290	-9.116
67.300	-23.779
67.310	-9.589
67.320	-25.026
67.330	-13.029
67.340	-25.026
67.350	-17.329
67.360	-19.909
67.370	-24.166
67.380	-18.189
67.390	-25.456
67.400	-21.199
67.410	-16.899
67.420	-25.456
67.430	-12.599
67.440	-18.146
67.450	-21.629
67.460	-9.589
67.470	-40.076
67.480	11.481
67.490	-12.986
67.500	-37.969
67.510	17.071
67.520	-12.986
67.530	2.451
67.540	-27.649
67.550	3.354
67.560	16.211
67.570	-0.559
67.580	-13.846
67.590	3.741
67.600	32.121
67.610	-15.996
67.620	38.571
67.630	-17.759
67.640	40.764
67.650	18.361
67.660	14.921
67.670	14.921
67.680	19.264
67.690	-4.859
67.700	41.151
67.710	17.071
67.720	23.134
67.730	21.371
67.740	21.801
67.750	19.221
67.760	23.134
67.770	19.651
67.780	23.951
67.790	14.921
67.800	23.564
67.810	10.621
67.820	22.661
67.830	7.654
67.840	19.221
67.850	6.751
67.860	10.621
67.870	12.814
67.880	8.041
67.890	1.591
67.900	4.214
67.910	4.601
67.920	1.591
67.930	-1.806
67.940	-2.709
67.950	-5.289
67.960	-6.536
67.970	-8.729
67.980	-13.846
67.990	-10.449
68.000	-13.459
68.010	-11.696
68.020	-22.919
68.030	-10.879
68.040	-26.316
68.050	-10.449
68.060	-28.036
68.070	-12.599
68.080	-24.639
68.090	-18.146
68.100	-21.629
68.110	-23.736
68.120	-13.459
68.130	-25.886
68.140	-14.749
68.150	-19.479
68.160	-25.026
68.170	-11.309
68.180	-45.236
68.190	11.051
68.200	-42.269
68.210	15.824
68.220	-11.309
68.230	-33.196
68.240	20.511
68.250	-34.099
68.260	23.564
68.270	-3.569
68.280	-4.859
68.290	1.204
68.300	4.601
68.310	8.901
68.320	5.031
68.330	-20.296
68.340	38.141
68.350	-10.879
68.360	31.304
68.370	21.801
68.380	11.481
68.390	17.974
68.400	14.921
68.410	18.791
68.420	22.231
68.430	12.814
68.440	28.681
68.450	16.211
68.460	23.521
68.470	19.264
68.480	17.931
68.490	26.101
68.500	14.061
68.510	23.564
68.520	20.081
68.530	11.911
68.540	22.231
68.550	11.094
68.560	19.221
68.570	10.621
68.580	11.094
68.590	11.911
68.600	5.031
68.610	5.504
68.620	7.611
68.630	2.881
68.640	0.774
68.650	-2.709
68.660	-0.989
68.670	-3.526
68.680	-5.289
68.690	-7.869
68.700	-9.976
68.710	-13.889
68.720	-10.879
68.730	-15.566
68.740	-12.169
68.750	-22.446
68.760	-11.739
68.770	-23.779
68.780	-17.716
68.790	-16.469
68.800	-26.746
68.810	-12.599
68.820	-28.079
68.830	-18.146
68.840	-21.629
68.850	-24.596
68.860	-11.309
68.870	-37.496
68.880	-2.709
68.890	-18.189
68.900	-37.496
68.910	4.601
68.920	-38.786
68.930	12.341
68.940	-12.169
68.950	-36.636
68.960	-7.439
68.970	14.491
68.980	-0.516
68.990	-28.079
69.000	0.731
69.010	1.634
69.020	3.311
69.030	6.751
69.040	24.854
69.050	3.741
69.060	-17.759
69.070	40.334
69.080	-18.189
69.090	41.581
69.100	14.061
69.110	18.834
69.120	13.631
69.130	22.661
69.140	-7.396
69.150	45.021
69.160	14.921
69.170	21.801
69.180	20.554
69.190	20.941
69.200	24.811
69.210	12.771
69.220	23.134
69.230	23.091
69.240	14.921
69.250	22.661
69.260	10.664
69.270	22.661
69.280	8.041
69.290	19.694
69.300	4.601
69.310	17.501
69.320	8.901
69.330	2.064
69.340	8.901
69.350	6.321
69.360	1.634
69.370	-0.559
69.380	-3.569
69.390	-3.526
69.400	-3.139
69.410	-7.009
69.420	-9.116
69.430	-11.739
69.440	-11.696
69.450	-16.039
69.460	-7.869
69.470	-20.296
69.480	-12.599
69.490	-20.726
69.500	-15.609
69.510	-24.639
69.520	-14.706
69.530	-26.359
69.540	-15.566
69.550	-25.499
69.560	-20.339
69.570	-13.846
69.580	-35.819
69.590	-4.816
69.600	-20.769
69.610	-19.909
69.620	-12.556
69.630	-33.239
69.640	1.634
69.650	-19.049
69.660	-4.859
69.670	-15.566
69.680	-34.959
69.690	20.511
69.700	-31.906
69.710	20.941
69.720	-0.946
69.730	0.301
69.740	2.451
69.750	3.311
69.760	3.354
69.770	-23.349
69.780	9.374
69.790	38.571
69.800	-17.329
69.810	35.131
69.820	20.124
69.830	8.471
69.840	20.081
69.850	13.201
69.860	21.414
69.870	21.801
69.880	14.061
69.890	26.144
69.900	16.641
69.910	24.381
69.920	15.781
69.930	20.984
69.940	23.091
69.950	14.061
69.960	23.521
69.970	13.244
69.980	20.081
69.990	14.921
70.000	19.221
70.010	8.084
70.020	20.081
70.030	4.601
70.040	14.534
70.050	9.331
70.060	0.731
70.070	4.644
70.080	3.741
70.090	3.311
70.100	-0.946
70.110	-3.569
70.120	-4.429
70.130	-6.536
70.140	-11.309
70.150	-8.729
70.160	-6.536
70.170	-14.749
70.180	-14.706
70.190	-11.739
70.200	-17.759
70.210	-18.576
70.220	-14.319
70.230	-24.166
70.240	-12.169
70.250	-28.509
70.260	-12.126
70.270	-27.219
70.280	-21.156
70.290	-14.749
70.300	-26.789
70.310	-11.696
70.320	-26.359
70.330	-15.566
70.340	-17.329
70.350	-16.039
70.360	-12.986
70.370	-9.159
70.380	-38.786
70.390	7.611
70.400	-31.089
70.410	13.674
70.420	-32.809
70.430	19.221
70.440	-0.086
70.450	-4.859
70.460	0.731
70.470	3.784
70.480	9.761
70.490	2.451
70.500	-23.306
70.510	39.861
70.520	-14.749
70.530	36.464
70.540	14.921
70.550	-16.469
70.560	44.161
70.570	-9.116
70.580	46.741
70.590	-7.869
70.600	46.311
70.610	14.534
70.620	20.081
70.630	22.661
70.640	16.684
70.650	25.241
70.660	18.361
70.670	17.501
70.680	23.134
70.690	12.771
70.700	24.381
70.710	9.761
70.720	21.844
70.730	8.041
70.740	19.221
70.750	11.524
70.760	5.891
70.770	12.341
70.780	7.181
70.790	2.494
70.800	5.891
70.810	2.021
70.820	-0.086
70.830	-1.419
70.840	-2.709
70.850	-4.816
70.860	-6.579
70.870	-11.266
70.880	-11.739
70.890	-7.439
70.900	-16.856
70.910	-10.019
70.920	-18.619
70.930	-11.696
70.940	-24.639
70.950	-11.266
70.960	-25.069
70.970	-13.459
70.980	-25.026
70.990	-18.619
71.000	-19.866
71.010	-25.069
71.020	-13.846
71.030	-22.489
71.040	-20.769
71.050	-12.126
71.060	-41.839
71.070	6.794
71.080	-43.129
71.090	9.761
71.100	-40.936
71.110	14.921
71.120	-8.729
71.130	-38.356
71.140	20.511
71.150	-32.336
71.160	23.091
71.170	-6.149
71.180	-23.306
71.190	0.731
71.200	2.451
71.210	6.794
71.220	29.111
71.230	-16.899
71.240	38.184
71.250	-18.619
71.260	39.431
71.270	16.641
71.280	-13.416
71.290	39.001
71.300	7.181
71.310	27.004
71.320	18.791
71.330	18.361
71.340	19.221
71.350	23.564
71.360	17.501
71.370	25.241
71.380	17.501
71.390	20.984
71.400	18.791
71.410	22.231
71.420	10.191
71.430	24.424
71.440	8.041
71.450	21.801
71.460	7.224
71.470	17.501
71.480	12.341
71.490	4.601
71.500	12.814
71.510	7.181
71.520	2.021
71.530	0.344
71.540	2.021
71.550	2.451
71.560	-2.236
71.570	-4.429
71.580	-6.149
71.590	-11.266
71.600	-10.879
71.610	-4.386
71.620	-12.599
71.630	-16.469
71.640	-14.276
71.650	-15.609
71.660	-19.006
71.670	-13.029
71.680	-24.209
71.690	-13.416
71.700	-25.929
71.710	-11.696
71.720	-27.649
71.730	-14.749
71.740	-25.886
71.750	-17.759
71.760	-13.846
71.770	-41.409
71.780	3.311
71.790	-43.516
71.800	10.191
71.810	-21.156
71.820	-6.149
71.830	-42.699
71.840	16.254
71.850	-8.299
71.860	-37.926
71.870	23.951
71.880	-31.949
71.890	-3.526
71.900	22.661
71.910	2.881
71.920	2.064
71.930	4.171
71.940	-21.199
71.950	3.784
71.960	39.861
71.970	-17.329
71.980	32.981
71.990	20.554
72.000	-17.759
72.010	41.151
72.020	-9.116
72.030	45.021
72.040	13.201
72.050	25.241
72.060	16.254
72.070	18.361
72.080	21.801
72.090	20.081
72.100	23.994
72.110	13.631
72.120	23.951
72.130	19.221
72.140	14.104
72.150	21.801
72.160	11.481
72.170	21.414
72.180	8.041
72.190	18.361
72.200	11.911
72.210	2.924
72.220	14.491
72.230	7.181
72.240	4.644
72.250	0.301
72.260	2.021
72.270	1.634
72.280	0.301
72.290	-1.849
72.300	-5.246
72.310	-8.299
72.320	-12.169
72.330	-8.686
72.340	-7.439
72.350	-17.286
72.360	-10.449
72.370	-19.909
72.380	-11.266
72.390	-22.489
72.400	-14.706
72.410	-20.339
72.420	-21.199
72.430	-13.846
72.440	-24.209
72.450	-16.856
72.460	-27.649
72.470	-12.169
72.480	-25.456
72.490	-18.189
72.500	-10.836
72.510	-44.419
72.520	8.901
72.530	-44.376
72.540	9.331
72.550	-37.926
72.560	11.481
72.570	-5.289
72.580	-35.776
72.590	17.931
72.600	-31.906
72.610	-0.129
72.620	23.521
72.630	-0.946
72.640	0.731
72.650	2.021
72.660	4.214
72.670	-21.629
72.680	8.901
72.690	34.701
72.700	-13.846
72.710	36.421
72.720	16.211
72.730	16.684
72.740	13.631
72.750	17.501
72.760	14.491
72.770	23.564
72.780	-7.439
72.790	44.161
72.800	13.244
72.810	26.961
72.820	13.631
72.830	25.241
72.840	20.554
72.850	13.631
72.860	24.811
72.870	10.621
72.880	23.994
72.890	10.191
72.900	20.511
72.910	7.224
72.920	17.501
72.930	5.031
72.940	13.201
72.950	9.374
72.960	3.311
72.970	4.601
72.980	5.934
72.990	0.731
73.000	-0.989
73.010	-2.236
73.020	-3.999
73.030	-6.149
73.040	-7.396
73.050	-11.739
73.060	-6.536
73.070	-16.469
73.080	-8.299
73.090	-18.576
73.100	-12.169
73.110	-16.899
73.120	-19.436
73.130	-17.329
73.140	-18.146
73.150	-23.349
73.160	-15.179
73.170	-24.596
73.180	-14.319
73.190	-24.596
73.200	-15.179
73.210	-18.576
73.220	-25.069
73.230	-13.029
73.240	-42.656
73.250	10.621
73.260	-42.656
73.270	11.911
73.280	-38.399
73.290	17.974
73.300	-11.309
73.310	-34.056
73.320	16.211
73.330	-2.709
73.340	-28.466
73.350	0.301
73.360	20.511
73.370	-13.416
73.380	-3.569
73.390	2.881
73.400	33.841
73.410	8.944
73.420	-8.299
73.430	27.391
73.440	19.694
73.450	-13.459
73.460	40.291
73.470	-10.836
73.480	44.591
73.490	-8.729
73.500	42.441
73.510	19.264
73.520	18.361
73.530	19.221
73.540	23.521
73.550	17.974
73.560	16.641
73.570	21.801
73.580	16.211
73.590	19.264
73.600	17.931
73.610	15.351
73.620	16.254
73.630	17.501
73.640	6.751
73.650	17.071
73.660	5.074
73.670	7.611
73.680	11.481
73.690	5.074
73.700	2.451
73.710	-0.559
73.720	-0.946
73.730	-0.129
73.740	-3.139
73.750	-5.246
73.760	-8.729
73.770	-7.869
73.780	-4.386
73.790	-12.169
73.800	-15.136
73.810	-9.589
73.820	-18.619
73.830	-12.126
73.840	-22.489
73.850	-12.126
73.860	-20.769
73.870	-21.199
73.880	-14.706
73.890	-24.639
73.900	-13.846
73.910	-27.649
73.920	-11.309
73.930	-32.766
73.940	-4.429
73.950	-22.876
73.960	-16.039
73.970	-13.459
73.980	-18.146
73.990	-12.169
74.000	-9.546
74.010	-41.839
74.020	10.191
74.030	-2.236
74.040	-36.249
74.050	23.521
74.060	-8.256
74.070	-25.929
74.080	-0.516
74.090	1.161
74.100	2.021
74.110	5.934
74.120	32.981
74.130	6.321
74.140	8.901
74.150	-13.846
74.160	42.441
74.170	-18.619
74.180	42.484
74.190	-2.709
74.200	36.851
74.210	-10.836
74.220	45.451
74.230	-5.289
74.240	44.161
74.250	19.264
74.260	15.781
74.270	23.091
74.280	15.351
74.290	23.564
74.300	13.201
74.310	24.381
74.320	11.051
74.330	22.274
74.340	10.621
74.350	19.651
74.360	8.084
74.370	16.641
74.380	8.041
74.390	8.471
74.400	8.944
74.410	7.611
74.420	3.311
74.430	3.784
74.440	0.731
74.450	0.731
74.460	-2.236
74.470	-3.999
74.480	-6.579
74.490	-11.266
74.500	-8.729
74.510	-6.536
74.520	-13.029
74.530	-9.589
74.540	-19.436
74.550	-11.309
74.560	-19.436
74.570	-13.889
74.580	-23.349
74.590	-13.846
74.600	-24.639
74.610	-13.416
74.620	-25.069
74.630	-15.179
74.640	-22.016
74.650	-19.049
74.660	-13.846
74.670	-25.929
74.680	-10.449
74.690	-43.946
74.700	11.051
74.710	-43.946
74.720	13.201
74.730	-37.969
74.740	14.534
74.750	-12.169
74.760	-27.176
74.770	12.771
74.780	-22.489
74.790	-11.266
74.800	0.731
74.810	5.891
74.820	-1.806
74.830	-0.129
74.840	4.601
74.850	35.174
74.860	7.611
74.870	-13.459
74.880	32.121
74.890	16.254
74.900	-12.599
74.910	40.721
74.920	-10.836
74.930	45.881
74.940	-5.289
74.950	37.281
74.960	15.824
74.970	21.801
74.980	18.361
74.990	23.091
75.000	20.124
75.010	14.921
75.020	23.951
75.030	12.814
75.040	21.371
75.050	13.631
75.060	20.511
75.070	9.374
75.080	19.221
75.090	6.751
75.100	17.544
75.110	6.751
75.120	6.751
75.130	11.481
75.140	5.504
75.150	-0.559
75.160	2.881
75.170	2.494
75.180	-0.559
75.190	-3.139
75.200	-8.256
75.210	-8.299
75.220	-7.826
75.230	-3.999
75.240	-11.309
75.250	-13.846
75.260	-15.609
75.270	-14.749
75.280	-11.696
75.290	-23.779
75.300	-10.406
75.310	-23.349
75.320	-12.169
75.330	-24.166
75.340	-14.749
75.350	-24.166
75.360	-19.049
75.370	-13.416
75.380	-25.929
75.390	-11.309
75.400	-36.206
75.410	0.731
75.420	-26.746
75.430	-3.999
75.440	-37.539
75.450	7.654
75.460	-38.399
75.470	20.081
75.480	-12.556
75.490	-7.009
75.500	-31.476
75.510	23.951
75.520	-5.719
75.530	-25.886
75.540	1.161
75.550	3.311
75.560	30.874
75.570	8.041
75.580	3.741
75.590	13.244
75.600	-19.479
75.610	43.731
75.620	5.461
75.630	17.974
75.640	-8.729
75.650	43.301
75.660	-11.266
75.670	44.591
75.680	-7.009
75.690	44.161
75.700	14.964
75.710	23.091
75.720	15.351
75.730	23.091
75.740	20.124
75.750	13.631
75.760	23.951
75.770	11.094
75.780	22.231
75.790	9.331
75.800	19.221
75.810	9.374
75.820	10.191
75.830	15.781
75.840	3.784
75.850	7.181
75.860	10.621
75.870	3.784
75.880	4.171
75.890	0.731
75.900	-2.666
75.910	-2.709
75.920	-6.149
75.930	-6.536
75.940	-7.439
75.950	-3.999
75.960	-12.126
75.970	-15.179
75.980	-8.729
75.990	-17.716
76.000	-10.449
76.010	-19.436
76.020	-15.609
76.030	-19.909
76.040	-15.136
76.050	-22.059
76.060	-18.146
76.070	-16.469
76.080	-25.026
76.090	-14.749
76.100	-22.059
76.110	-14.276
76.120	-42.269
76.130	7.224
76.140	-41.839
76.150	9.761
76.160	-38.786
76.170	5.891
76.180	-32.336
76.190	14.491
76.200	-30.229
76.210	14.534
76.220	-28.509
76.230	16.641
76.240	-30.186
76.250	-2.709
76.260	-0.129
76.270	1.634
76.280	3.741
76.290	13.631
76.300	29.584
76.310	-21.199
76.320	36.851
76.330	9.804
76.340	-10.879
76.350	43.731
76.360	11.051
76.370	11.524
76.380	21.371
76.390	13.631
76.400	20.554
76.410	16.641
76.420	16.211
76.430	20.081
76.440	20.554
76.450	23.521
76.460	11.051
76.470	24.811
76.480	14.534
76.490	20.511
76.500	17.071
76.510	15.394
76.520	11.911
76.530	16.211
76.540	6.321
76.550	17.974
76.560	9.331
76.570	3.311
76.580	11.094
76.590	5.031
76.600	1.161
76.610	2.064
76.620	1.591
76.630	-1.849
76.640	-3.096
76.650	-6.579
76.660	-8.299
76.670	-6.106
76.680	-5.719
76.690	-10.836
76.700	-11.739
76.710	-17.329
76.720	-10.836
76.730	-15.609
76.740	-19.909
76.750	-12.986
76.760	-21.629
76.770	-15.136
76.780	-17.329
76.790	-22.876
76.800	-16.899
76.810	-22.489
76.820	-14.276
76.830	-24.639
76.840	-12.986
76.850	-43.559
76.860	11.051
76.870	-28.896
76.880	-2.279
76.890	-19.006
76.900	-8.729
76.910	-38.829
76.920	18.834
76.930	-30.229
76.940	14.921
76.950	-33.196
76.960	21.371
76.970	-2.279
76.980	-26.316
76.990	-1.419
77.000	3.784
77.010	28.681
77.020	11.051
77.030	-17.716
77.040	30.831
77.050	8.041
77.060	17.501
77.070	-16.426
77.080	40.721
77.090	-10.879
77.100	43.301
77.110	2.064
77.120	28.251
77.130	15.351
77.140	20.984
77.150	18.361
77.160	19.221
77.170	18.361
77.180	19.264
77.190	17.071
77.200	19.651
77.210	17.974
77.220	14.921
77.230	20.511
77.240	12.771
77.250	12.384
77.260	17.071
77.270	4.601
77.280	16.254
77.290	8.901
77.300	1.591
77.310	6.321
77.320	7.224
77.330	4.171
77.340	2.451
77.350	-0.516
77.360	-2.279
77.370	-6.966
77.380	-6.579
77.390	-2.709
77.400	-8.256
77.410	-14.749
77.420	-11.739
77.430	-7.396
77.440	-17.759
77.450	-9.976
77.460	-19.909
77.470	-11.739
77.480	-23.306
77.490	-11.739
77.500	-24.596
77.510	-16.039
77.520	-19.049
77.530	-19.866
77.540	-19.479
77.550	-19.866
77.560	-10.879
77.570	-23.349
77.580	-9.976
77.590	-40.549
77.600	9.374
77.610	-39.689
77.620	6.751
77.630	-5.246
77.640	-41.409
77.650	-5.676
77.660	16.211
77.670	-10.019
77.680	-25.456
77.690	20.941
77.700	-0.989
77.710	-0.946
77.720	1.591
77.730	4.601
77.740	4.214
77.750	4.171
77.760	10.621
77.770	-15.566
77.780	40.721
77.790	-19.479
77.800	43.731
77.810	12.384
77.820	14.061
77.830	15.351
77.840	19.264
77.850	13.631
77.860	21.371
77.870	13.631
77.880	23.134
77.890	15.781
77.900	23.521
77.910	13.201
77.920	24.424
77.930	10.621
77.940	23.951
77.950	8.514
77.960	22.661
77.970	8.041
77.980	19.221
77.990	6.794
78.000	15.781
78.010	9.761
78.020	3.354
78.030	7.611
78.040	8.901
78.050	3.784
78.060	2.021
78.070	-0.989
78.080	-3.526
78.090	-3.999
78.100	-5.289
78.110	-3.956
78.120	-5.719
78.130	-7.869
78.140	-15.996
78.150	-7.869
78.160	-11.266
78.170	-18.189
78.180	-13.029
78.190	-18.146
78.200	-17.759
78.210	-15.136
78.220	-22.489
78.230	-12.599
78.240	-22.016
78.250	-18.189
78.260	-20.296
78.270	-16.039
78.280	-39.646
78.290	3.741
78.300	-19.909
78.310	-14.276
78.320	-18.619
78.330	-11.309
78.340	-16.856
78.350	-12.599
78.360	-15.136
78.370	-3.139
78.380	-28.509
78.390	17.544
78.400	-27.649
78.410	14.921
78.420	-17.286
78.430	-12.599
78.440	0.774
78.450	4.601
78.460	29.111
78.470	8.471
78.480	-20.296
78.490	33.411
78.500	9.761
78.510	13.674
78.520	-14.749
78.530	39.861
78.540	-10.406
78.550	43.301
78.560	-8.299
78.570	37.711
78.580	13.674
78.590	23.091
78.600	16.641
78.610	22.231
78.620	14.964
78.630	23.091
78.640	14.061
78.650	19.264
78.660	18.791
78.670	13.631
78.680	19.221
78.690	14.104
78.700	11.481
78.710	17.931
78.720	4.214
78.730	16.211
78.740	9.761
78.750	-0.086
78.760	11.051
78.770	4.601
78.780	0.301
78.790	-1.806
78.800	-0.989
78.810	-1.376
78.820	-4.859
78.830	-4.429
78.840	-2.236
78.850	-6.579
78.860	-10.019
78.870	-13.416
78.880	-13.459
78.890	-12.556
78.900	-11.739
78.910	-22.489
78.920	-7.826
78.930	-24.209
78.940	-10.449
78.950	-24.166
78.960	-12.599
78.970	-24.166
78.980	-12.599
78.990	-29.756
79.000	-8.729
79.010	-22.919
79.020	-12.126
79.030	-17.759
79.040	-16.856
79.050	-17.329
79.060	-7.009
79.070	-21.156
79.080	-6.149
79.090	-36.206
79.100	17.071
79.110	-10.449
79.120	-0.086
79.130	-15.179
79.140	-21.199
79.150	21.844
79.160	2.451
79.170	1.161
79.180	4.214
79.190	2.881
79.200	8.471
79.210	5.074
79.220	-15.609
79.230	38.141
79.240	7.224
79.250	16.211
79.260	11.481
79.270	20.081
79.280	12.814
79.290	17.931
79.300	14.491
79.310	20.124
79.320	15.781
79.330	19.221
79.340	20.081
79.350	20.554
79.360	11.911
79.370	25.671
79.380	9.331
79.390	24.854
79.400	7.611
79.410	23.091
79.420	6.794
79.430	18.791
79.440	10.191
79.450	7.181
79.460	14.534
79.470	7.611
79.480	2.451
79.490	5.934
79.500	6.751
79.510	2.021
79.520	-0.516
79.530	-3.999
79.540	-4.859
79.550	-3.096
79.560	-3.569
79.570	-6.966
79.580	-14.319
79.590	-9.589
79.600	-6.106
79.610	-17.759
79.620	-10.879
79.630	-16.856
79.640	-14.319
79.650	-19.006
79.660	-13.029
79.670	-22.919
79.680	-13.416
79.690	-22.059
79.700	-15.136
79.710	-22.489
79.720	-11.739
79.730	-45.666
79.740	9.761
79.750	-42.656
79.760	11.051
79.770	-43.086
79.780	13.201
79.790	-42.269
79.800	10.234
79.810	-3.569
79.820	-37.496
79.830	-7.869
79.840	16.641
79.850	-1.806
79.860	-31.519
79.870	-1.419
79.880	21.414
79.890	2.021
79.900	2.021
79.910	5.074
79.920	6.321
79.930	7.611
79.940	-18.576
79.950	41.581
79.960	-19.909
79.970	38.571
79.980	15.824
79.990	9.761
80.000	20.511
80.010	10.664
80.020	23.091
80.030	12.771
80.040	18.361
80.050	19.264
80.060	15.781
80.070	22.661
80.080	14.061
80.090	22.274
80.100	12.341
80.110	21.801
80.120	10.234
80.130	21.371
80.140	9.331
80.150	18.361
80.160	14.104
80.170	6.751
80.180	13.631
80.190	8.084
80.200	5.461
80.210	8.471
80.220	3.354
80.230	-2.279
80.240	0.301
80.250	-0.086
80.260	-2.279
80.270	-2.709
80.280	-4.386
80.290	-2.709
80.300	-7.439
80.310	-9.976
80.320	-10.449
80.330	-16.426
80.340	-12.599
80.350	-10.879
80.360	-22.016
80.370	-9.159
80.380	-23.306
80.390	-9.589
80.400	-23.779
80.410	-11.696
80.420	-24.639
80.430	-12.126
80.440	-26.789
80.450	-10.449
80.460	-23.306
80.470	-10.019
80.480	-22.876
80.490	-10.019
80.500	-19.909
80.510	-6.536
80.520	-40.979
80.530	11.524
80.540	-8.299
80.550	-28.939
80.560	-12.126
80.570	17.071
80.580	-0.559
80.590	-25.456
80.600	-7.869
80.610	8.514
80.620	16.641
80.630	5.031
80.640	4.171
80.650	6.364
80.660	-12.599
80.670	14.491
80.680	24.424
80.690	4.601
80.700	21.371
80.710	-9.116
80.720	39.431
80.730	11.051
80.740	16.641
80.750	14.964
80.760	19.651
80.770	15.781
80.780	18.834
80.790	19.651
80.800	15.781
80.810	18.361
80.820	22.274
80.830	9.761
80.840	25.241
80.850	8.514
80.860	21.801
80.870	8.471
80.880	16.641
80.890	13.674
80.900	4.171
80.910	14.491
80.920	8.514
80.930	2.021
80.940	4.601
80.950	5.504
80.960	3.741
80.970	-1.419
80.980	-2.666
80.990	-2.279
81.000	-1.849
81.010	-4.386
81.020	-7.439
81.030	-11.739
81.040	-10.836
81.050	-10.019
81.060	-13.846
81.070	-8.729
81.080	-22.489
81.090	-8.256
81.100	-20.769
81.110	-14.706
81.120	-19.049
81.130	-16.899
81.140	-19.006
81.150	-19.049
81.160	-16.426
81.170	-14.749
81.180	-20.339
81.190	-11.696
81.200	-22.919
81.210	-9.546
81.220	-20.769
81.230	-10.019
81.240	-14.276
81.250	-19.479
81.260	-4.816
81.270	-13.029
81.280	-26.789
81.290	17.114
81.300	-6.149
81.310	-0.559
81.320	-4.386
81.330	-4.859
81.340	2.881
81.350	4.214
81.360	8.041
81.370	2.881
81.380	-22.876
81.390	32.981
81.400	15.781
81.410	8.084
81.420	8.901
81.430	16.641
81.440	12.814
81.450	15.351
81.460	17.501
81.470	15.351
81.480	19.694
81.490	14.061
81.500	21.371
81.510	12.341
81.520	23.994
81.530	14.921
81.540	21.371
81.550	11.524
81.560	21.801
81.570	10.191
81.580	20.941
81.590	11.524
81.600	14.061
81.610	14.491
81.620	5.934
81.630	15.351
81.640	8.901
81.650	4.214
81.660	6.321
81.670	5.031
81.680	0.774
81.690	-1.849
81.700	-1.419
81.710	-1.806
81.720	-2.709
81.730	-1.419
81.740	-4.816
81.750	-8.299
81.760	-13.459
81.770	-8.256
81.780	-14.319
81.790	-11.696
81.800	-12.599
81.810	-20.339
81.820	-9.976
81.830	-23.349
81.840	-10.406
